"Year","Crop","Area"
1979,"Anise, badian, fennel, coriander",181.786
1979,"Apples",130.37
1979,"Apricots",2.4
1979,"Areca nuts",179.2
1979,"Bananas",274.4
1979,"Barley",1827.8
1979,"Bastfibres, other",518.7
1979,"Beans, dry",8153.4
1979,"Beans, green",121
1979,"Berries nes",NA
1979,"Cabbages and other brassicas",115
1979,"Carrots and turnips",16
1979,"Cashew nuts, with shell",419.692
1979,"Cassava",361.5
1979,"Castor oil seed",440.5
1979,"Cauliflowers and broccoli",150
1979,"Cherries",1.3
1979,"Chick peas",7708
1979,"Chillies and peppers, dry",853.9
1979,"Chillies and peppers, green",3.7
1979,"Cocoa, beans",1
1979,"Coconuts",1075.8
1979,"Coffee, green",180
1979,"Cucumbers and gherkins",12
1979,"Eggplants (aubergines)",245
1979,"Figs",0.87
1979,"Fruit, citrus nes",3
1979,"Fruit, fresh nes",215
1979,"Fruit, stone nes",NA
1979,"Fruit, tropical fresh nes",320
1979,"Garlic",59.7
1979,"Ginger",40.35
1979,"Grapefruit (inc. pomelos)",2
1979,"Grapes",9.56
1979,"Groundnuts",7164.8
1979,"Jute",834.3
1979,"Lemons and limes",50
1979,"Lentils",1018.1
1979,"Lettuce and chicory",95
1979,"Linseed",2091.5
1979,"Maize",5720.6
1979,"Mangoes, mangosteens, guavas",942.56
1979,"Melons, other (inc.cantaloupes)",20
1979,"Millet",17195.808
1979,"Nutmeg, mace and cardamoms",89
1979,"Oilseeds nes",583.5
1979,"Okra",290
1979,"Onions, dry",244.3
1979,"Oranges",91
1979,"Papayas",25.685
1979,"Peaches and nectarines",13.5
1979,"Pears",10.3
1979,"Peas, dry",617.5
1979,"Peas, green",102
1979,"Pepper (piper spp.)",110.72
1979,"Pigeon peas",2634.9
1979,"Pineapples",43.95
1979,"Plums and sloes",6.7
1979,"Potatoes",807.1
1979,"Pulses, nes",3082
1979,"Pumpkins, squash and gourds",239
1979,"Rapeseed",3543.5
1979,"Rice",39414.304
1979,"Rubber, natural",190.3
1979,"Safflower seed",703
1979,"Seed cotton",8077
1979,"Sesame seed",2377.2
1979,"Sorghum",16673.6
1979,"Soybeans",496
1979,"Spices, nes",368.7
1979,"Sugar cane",3087.8
1979,"Sunflower seed",61.3
1979,"Sweet potatoes",219.9
1979,"Tea",378.447
1979,"Tobacco, unmanufactured",409.3
1979,"Tomatoes",150
1979,"Vegetables, fresh nes",2440
1979,"Walnuts, with shell",20
1979,"Watermelons",11.5
1979,"Wheat",22641.2
1980,"Anise, badian, fennel, coriander",179.705
1980,"Apples",138.9
1980,"Apricots",2
1980,"Areca nuts",180.6
1980,"Bananas",291.3
1980,"Barley",1771.2
1980,"Bastfibres, other",488.1
1980,"Beans, dry",9298.6
1980,"Beans, green",125
1980,"Berries nes",NA
1980,"Cabbages and other brassicas",121
1980,"Carrots and turnips",16.2
1980,"Cashew nuts, with shell",447.376
1980,"Cassava",351.9
1980,"Castor oil seed",497.5
1980,"Cauliflowers and broccoli",160
1980,"Cherries",1.2
1980,"Chick peas",6985
1980,"Chillies and peppers, dry",834.8
1980,"Chillies and peppers, green",3.9
1980,"Cocoa, beans",20
1980,"Coconuts",1083.3
1980,"Coffee, green",185
1980,"Cucumbers and gherkins",12.3
1980,"Eggplants (aubergines)",249
1980,"Figs",0.87
1980,"Fruit, citrus nes",3
1980,"Fruit, fresh nes",225
1980,"Fruit, stone nes",NA
1980,"Fruit, tropical fresh nes",325
1980,"Garlic",59.3
1980,"Ginger",40.45
1980,"Grapefruit (inc. pomelos)",2
1980,"Grapes",10.23
1980,"Groundnuts",6801.3
1980,"Jute",940.7
1980,"Lemons and limes",50
1980,"Lentils",848.8
1980,"Lettuce and chicory",97
1980,"Linseed",1613.6
1980,"Maize",6004.8
1980,"Mangoes, mangosteens, guavas",958.43
1980,"Melons, other (inc.cantaloupes)",21.5
1980,"Millet",18158.4
1980,"Nutmeg, mace and cardamoms",87.7
1980,"Oilseeds nes",598.7
1980,"Okra",295
1980,"Onions, dry",251.4
1980,"Oranges",95
1980,"Papayas",25.684
1980,"Peaches and nectarines",14.7
1980,"Pears",10.6
1980,"Peas, dry",477.7
1980,"Peas, green",107
1980,"Pepper (piper spp.)",109.29
1980,"Pigeon peas",2731
1980,"Pineapples",45.6
1980,"Plums and sloes",7
1980,"Potatoes",685.2
1980,"Pulses, nes",2568.4
1980,"Pumpkins, squash and gourds",245
1980,"Rapeseed",3470.5
1980,"Rice",40151.504
1980,"Rubber, natural",192.5
1980,"Safflower seed",733.3
1980,"Seed cotton",7820
1980,"Sesame seed",2471.9
1980,"Sorghum",15809.4
1980,"Soybeans",608
1980,"Spices, nes",378.6
1980,"Sugar cane",2610.2
1980,"Sunflower seed",119.4
1980,"Sweet potatoes",207.2
1980,"Tea",381.891
1980,"Tobacco, unmanufactured",425.4
1980,"Tomatoes",160
1980,"Vegetables, fresh nes",2415
1980,"Walnuts, with shell",20
1980,"Watermelons",12
1980,"Wheat",22171.696
1981,"Anise, badian, fennel, coriander",96.544
1981,"Apples",145.89
1981,"Apricots",2
1981,"Areca nuts",185.2
1981,"Bananas",290.9
1981,"Barley",1807
1981,"Bastfibres, other",454.9
1981,"Beans, dry",9038.5
1981,"Beans, green",125
1981,"Berries nes",NA
1981,"Cabbages and other brassicas",128
1981,"Carrots and turnips",16.3
1981,"Cashew nuts, with shell",464.465
1981,"Cassava",320.8
1981,"Castor oil seed",557.5
1981,"Cauliflowers and broccoli",170
1981,"Cherries",1
1981,"Chick peas",6584.1
1981,"Chillies and peppers, dry",806.4
1981,"Chillies and peppers, green",3.9
1981,"Cocoa, beans",20
1981,"Coconuts",1090.8
1981,"Coffee, green",190
1981,"Cucumbers and gherkins",13
1981,"Eggplants (aubergines)",253
1981,"Figs",0.87
1981,"Fruit, citrus nes",3
1981,"Fruit, fresh nes",240
1981,"Fruit, stone nes",NA
1981,"Fruit, tropical fresh nes",330
1981,"Garlic",60.5
1981,"Ginger",40.71
1981,"Grapefruit (inc. pomelos)",2
1981,"Grapes",10.83
1981,"Groundnuts",7428.7
1981,"Jute",825.7
1981,"Lemons and limes",52
1981,"Lentils",934.9
1981,"Lettuce and chicory",100
1981,"Linseed",1673.3
1981,"Maize",5934.7
1981,"Mangoes, mangosteens, guavas",979.64
1981,"Melons, other (inc.cantaloupes)",22
1981,"Millet",18180.4
1981,"Nutmeg, mace and cardamoms",100.6
1981,"Oilseeds nes",603.6
1981,"Okra",300
1981,"Onions, dry",250.7
1981,"Oranges",103
1981,"Papayas",26.87
1981,"Peaches and nectarines",14
1981,"Pears",11
1981,"Peas, dry",429.2
1981,"Peas, green",110
1981,"Pepper (piper spp.)",111.02
1981,"Pigeon peas",2842.2
1981,"Pineapples",48.14
1981,"Plums and sloes",7
1981,"Potatoes",732
1981,"Pulses, nes",2388
1981,"Pumpkins, squash and gourds",250
1981,"Rapeseed",4112.9
1981,"Rice",40708.4
1981,"Rubber, natural",194.2
1981,"Safflower seed",719.9
1981,"Seed cotton",8057.4
1981,"Sesame seed",2593.2
1981,"Sorghum",16599
1981,"Soybeans",475
1981,"Spices, nes",450.5
1981,"Sugar cane",2666.6
1981,"Sunflower seed",281.8
1981,"Sweet potatoes",208.5
1981,"Tea",384.242
1981,"Tobacco, unmanufactured",451.5
1981,"Tomatoes",190
1981,"Vegetables, fresh nes",2400
1981,"Walnuts, with shell",20
1981,"Watermelons",12.4
1981,"Wheat",22278.8
1982,"Anise, badian, fennel, coriander",151.708
1982,"Apples",153.75
1982,"Apricots",1.7
1982,"Areca nuts",182.6
1982,"Bananas",284.9
1982,"Barley",1727.5
1982,"Bastfibres, other",394.3
1982,"Beans, dry",8671.9
1982,"Beans, green",130
1982,"Berries nes",NA
1982,"Cabbages and other brassicas",134
1982,"Carrots and turnips",16.8
1982,"Cashew nuts, with shell",481.043
1982,"Cassava",323.2
1982,"Castor oil seed",580.2
1982,"Cauliflowers and broccoli",180
1982,"Cherries",1
1982,"Chick peas",7868.1
1982,"Chillies and peppers, dry",818
1982,"Chillies and peppers, green",4
1982,"Cocoa, beans",20
1982,"Coconuts",1149.2
1982,"Coffee, green",194
1982,"Cucumbers and gherkins",13.5
1982,"Eggplants (aubergines)",258
1982,"Figs",0.87
1982,"Fruit, citrus nes",3
1982,"Fruit, fresh nes",240
1982,"Fruit, stone nes",NA
1982,"Fruit, tropical fresh nes",340
1982,"Garlic",63.4
1982,"Ginger",43.83
1982,"Grapefruit (inc. pomelos)",2
1982,"Grapes",11.43
1982,"Groundnuts",7215.3
1982,"Jute",734.2
1982,"Lemons and limes",53
1982,"Lentils",945.2
1982,"Lettuce and chicory",100
1982,"Linseed",1820.2
1982,"Maize",5720.3
1982,"Mangoes, mangosteens, guavas",1001.54
1982,"Melons, other (inc.cantaloupes)",23.5
1982,"Millet",16853.296
1982,"Nutmeg, mace and cardamoms",103.3
1982,"Oilseeds nes",497.9
1982,"Okra",305
1982,"Onions, dry",234.9
1982,"Oranges",107
1982,"Papayas",27.06
1982,"Peaches and nectarines",15.5
1982,"Pears",11
1982,"Peas, dry",432.6
1982,"Peas, green",111
1982,"Pepper (piper spp.)",111
1982,"Pigeon peas",3004
1982,"Pineapples",83.49
1982,"Plums and sloes",7
1982,"Potatoes",762.7
1982,"Pulses, nes",2469.2
1982,"Pumpkins, squash and gourds",260
1982,"Rapeseed",4399.3
1982,"Rice",38262
1982,"Rubber, natural",196.2
1982,"Safflower seed",748.5
1982,"Seed cotton",7870.7
1982,"Sesame seed",2216.7
1982,"Sorghum",16376.2
1982,"Soybeans",770
1982,"Spices, nes",435.1
1982,"Sugar cane",3193.3
1982,"Sunflower seed",462.2
1982,"Sweet potatoes",224.6
1982,"Tea",394.999
1982,"Tobacco, unmanufactured",443.8
1982,"Tomatoes",180
1982,"Vegetables, fresh nes",2500
1982,"Walnuts, with shell",22
1982,"Watermelons",13
1982,"Wheat",22144.4
1983,"Anise, badian, fennel, coriander",181.524
1983,"Apples",161.71
1983,"Apricots",1.9
1983,"Areca nuts",184.3
1983,"Bananas",282.9
1983,"Barley",1482.8
1983,"Bastfibres, other",395
1983,"Beans, dry",9113.2
1983,"Beans, green",132
1983,"Berries nes",NA
1983,"Cabbages and other brassicas",141
1983,"Carrots and turnips",17
1983,"Cashew nuts, with shell",492.492
1983,"Cassava",301.6
1983,"Castor oil seed",623.4
1983,"Cauliflowers and broccoli",190
1983,"Cherries",1.3
1983,"Chick peas",7398.9
1983,"Chillies and peppers, dry",808.1
1983,"Chillies and peppers, green",4.1
1983,"Cocoa, beans",20
1983,"Coconuts",1165.6
1983,"Coffee, green",201
1983,"Cucumbers and gherkins",14
1983,"Eggplants (aubergines)",262
1983,"Figs",0.87
1983,"Fruit, citrus nes",3.2
1983,"Fruit, fresh nes",240
1983,"Fruit, stone nes",NA
1983,"Fruit, tropical fresh nes",345
1983,"Garlic",80.7
1983,"Ginger",48.96
1983,"Grapefruit (inc. pomelos)",2.1
1983,"Grapes",12.05
1983,"Groundnuts",7539
1983,"Jute",759.8
1983,"Lemons and limes",50
1983,"Lentils",996.4
1983,"Lettuce and chicory",102
1983,"Linseed",1404
1983,"Maize",5859
1983,"Mangoes, mangosteens, guavas",1022.22
1983,"Melons, other (inc.cantaloupes)",25
1983,"Millet",18028
1983,"Nutmeg, mace and cardamoms",112.6
1983,"Oilseeds nes",599.3
1983,"Okra",315
1983,"Onions, dry",270.4
1983,"Oranges",125
1983,"Papayas",26.96
1983,"Peaches and nectarines",15.8
1983,"Pears",11.7
1983,"Peas, dry",450
1983,"Peas, green",115
1983,"Pepper (piper spp.)",110.44
1983,"Pigeon peas",2926.1
1983,"Pineapples",87.2
1983,"Plums and sloes",7.5
1983,"Potatoes",735
1983,"Pulses, nes",2397.7
1983,"Pumpkins, squash and gourds",265
1983,"Rapeseed",3826.7
1983,"Rice",41244
1983,"Rubber, natural",199.7
1983,"Safflower seed",782.1
1983,"Seed cotton",7721
1983,"Sesame seed",2203.6
1983,"Sorghum",16432
1983,"Soybeans",836
1983,"Spices, nes",529.8
1983,"Sugar cane",3357.6
1983,"Sunflower seed",696
1983,"Sweet potatoes",216.7
1983,"Tea",396.066
1983,"Tobacco, unmanufactured",502.7
1983,"Tomatoes",200
1983,"Vegetables, fresh nes",2550
1983,"Walnuts, with shell",22
1983,"Watermelons",13.5
1983,"Wheat",23567.408
1984,"Anise, badian, fennel, coriander",122.629
1984,"Apples",164.94
1984,"Apricots",1.7
1984,"Areca nuts",186.1
1984,"Bananas",301.8
1984,"Barley",1386
1984,"Bastfibres, other",395.5
1984,"Beans, dry",9062.6
1984,"Beans, green",133
1984,"Berries nes",NA
1984,"Cabbages and other brassicas",148
1984,"Carrots and turnips",17.5
1984,"Cashew nuts, with shell",501.953
1984,"Cassava",319.4
1984,"Castor oil seed",670.6
1984,"Cauliflowers and broccoli",190
1984,"Cherries",1.3
1984,"Chick peas",7161
1984,"Chillies and peppers, dry",794.8
1984,"Chillies and peppers, green",4.2
1984,"Cocoa, beans",20
1984,"Coconuts",1183.3
1984,"Coffee, green",207.1
1984,"Cucumbers and gherkins",14.5
1984,"Eggplants (aubergines)",270
1984,"Figs",0.87
1984,"Fruit, citrus nes",3
1984,"Fruit, fresh nes",360
1984,"Fruit, stone nes",NA
1984,"Fruit, tropical fresh nes",410
1984,"Garlic",72.6
1984,"Ginger",55.51
1984,"Grapefruit (inc. pomelos)",2.1
1984,"Grapes",12.39
1984,"Groundnuts",7168
1984,"Jute",833
1984,"Lemons and limes",53
1984,"Lentils",943.1
1984,"Lettuce and chicory",103
1984,"Linseed",1487
1984,"Maize",5799.5
1984,"Mangoes, mangosteens, guavas",1042.66
1984,"Melons, other (inc.cantaloupes)",26.5
1984,"Millet",16219.9
1984,"Nutmeg, mace and cardamoms",114.4
1984,"Oilseeds nes",590
1984,"Okra",320
1984,"Onions, dry",278.2
1984,"Oranges",115
1984,"Papayas",32
1984,"Peaches and nectarines",13.5
1984,"Pears",13
1984,"Peas, dry",443.8
1984,"Peas, green",117
1984,"Pepper (piper spp.)",107.35
1984,"Pigeon peas",3218
1984,"Pineapples",55.08
1984,"Plums and sloes",8.8
1984,"Potatoes",794.3
1984,"Pulses, nes",2662.5
1984,"Pumpkins, squash and gourds",270
1984,"Rapeseed",3873.5
1984,"Rice",41158.8
1984,"Rubber, natural",204.5
1984,"Safflower seed",831.3
1984,"Seed cotton",7382.1
1984,"Sesame seed",2117.4
1984,"Sorghum",15939.4
1984,"Soybeans",1242.7
1984,"Spices, nes",490.6
1984,"Sugar cane",3109.7
1984,"Sunflower seed",835
1984,"Sweet potatoes",215.7
1984,"Tea",398.453
1984,"Tobacco, unmanufactured",439.7
1984,"Tomatoes",230
1984,"Vegetables, fresh nes",2520
1984,"Walnuts, with shell",17
1984,"Watermelons",14
1984,"Wheat",24672
1985,"Anise, badian, fennel, coriander",87.154
1985,"Apples",168.23
1985,"Apricots",1.6
1985,"Areca nuts",185.5
1985,"Bananas",304.4
1985,"Barley",1253.1
1985,"Bastfibres, other",450.2
1985,"Beans, dry",9458
1985,"Beans, green",134
1985,"Berries nes",0.275
1985,"Cabbages and other brassicas",148
1985,"Carrots and turnips",18
1985,"Cashew nuts, with shell",509.768
1985,"Cassava",305.3
1985,"Castor oil seed",636.6
1985,"Cauliflowers and broccoli",200
1985,"Cherries",1.3
1985,"Chick peas",6904.2
1985,"Chillies and peppers, dry",904.1
1985,"Chillies and peppers, green",4.4
1985,"Cocoa, beans",20
1985,"Coconuts",1225.6
1985,"Coffee, green",209.4
1985,"Cucumbers and gherkins",14.5
1985,"Eggplants (aubergines)",275
1985,"Figs",1.3
1985,"Fruit, citrus nes",5
1985,"Fruit, fresh nes",360
1985,"Fruit, stone nes",0.2
1985,"Fruit, tropical fresh nes",410
1985,"Garlic",57.7
1985,"Ginger",53.52
1985,"Grapefruit (inc. pomelos)",2.1
1985,"Grapes",12.53
1985,"Groundnuts",7124.8
1985,"Jute",1145.7
1985,"Lemons and limes",50
1985,"Lentils",982.5
1985,"Lettuce and chicory",105
1985,"Linseed",1395.2
1985,"Maize",5797.2
1985,"Mangoes, mangosteens, guavas",795
1985,"Melons, other (inc.cantaloupes)",28
1985,"Millet",16207.2
1985,"Nutmeg, mace and cardamoms",117.74
1985,"Oilseeds nes",635
1985,"Okra",330
1985,"Onions, dry",280.6
1985,"Oranges",115
1985,"Papayas",31
1985,"Peaches and nectarines",15.5
1985,"Pears",14
1985,"Peas, dry",443.5
1985,"Peas, green",120
1985,"Pepper (piper spp.)",109.4
1985,"Pigeon peas",3154.9
1985,"Pineapples",56.18
1985,"Plums and sloes",10
1985,"Potatoes",849
1985,"Pulses, nes",2188
1985,"Pumpkins, squash and gourds",278
1985,"Rapeseed",3986.9
1985,"Rice",41137.2
1985,"Rubber, natural",210.5
1985,"Safflower seed",918.1
1985,"Seed cotton",7532.7
1985,"Sesame seed",2217.4
1985,"Sorghum",16097
1985,"Soybeans",1339.7
1985,"Spices, nes",491.3
1985,"Sugar cane",2953.2
1985,"Sunflower seed",751.6
1985,"Sweet potatoes",192.2
1985,"Tea",399.929
1985,"Tobacco, unmanufactured",436.6
1985,"Tomatoes",260
1985,"Vegetables, fresh nes",2560
1985,"Walnuts, with shell",17
1985,"Watermelons",14.3
1985,"Wheat",23564.896
1986,"Anise, badian, fennel, coriander",94.482
1986,"Apples",165
1986,"Apricots",1.5
1986,"Areca nuts",185.6
1986,"Bananas",300.2
1986,"Barley",1368.8
1986,"Bastfibres, other",361.5
1986,"Beans, dry",9360
1986,"Beans, green",135
1986,"Berries nes",0.275
1986,"Cabbages and other brassicas",155
1986,"Carrots and turnips",18.5
1986,"Cashew nuts, with shell",518.379
1986,"Cassava",275.7
1986,"Castor oil seed",577.6
1986,"Cauliflowers and broccoli",200
1986,"Cherries",1.25
1986,"Chick peas",7804.5
1986,"Chillies and peppers, dry",834.6
1986,"Chillies and peppers, green",4.5
1986,"Cocoa, beans",20
1986,"Coconuts",1231.2
1986,"Coffee, green",214.476
1986,"Cucumbers and gherkins",14.7
1986,"Eggplants (aubergines)",280
1986,"Figs",0.87
1986,"Fruit, citrus nes",7
1986,"Fruit, fresh nes",435
1986,"Fruit, stone nes",0.2
1986,"Fruit, tropical fresh nes",440
1986,"Garlic",59.6
1986,"Ginger",52.65
1986,"Grapefruit (inc. pomelos)",3.5
1986,"Grapes",12.5
1986,"Groundnuts",6982.1
1986,"Jute",802.7
1986,"Lemons and limes",55
1986,"Lentils",1090.7
1986,"Lettuce and chicory",105
1986,"Linseed",1423.7
1986,"Maize",5923.1
1986,"Mangoes, mangosteens, guavas",805
1986,"Melons, other (inc.cantaloupes)",28
1986,"Millet",16645.3
1986,"Nutmeg, mace and cardamoms",116.27
1986,"Oilseeds nes",586.9
1986,"Okra",340
1986,"Onions, dry",262.2
1986,"Oranges",105
1986,"Papayas",32.959
1986,"Peaches and nectarines",18
1986,"Pears",13.7
1986,"Peas, dry",502
1986,"Peas, green",125
1986,"Pepper (piper spp.)",125.1
1986,"Pigeon peas",3183.9
1986,"Pineapples",47
1986,"Plums and sloes",8.25
1986,"Potatoes",843
1986,"Pulses, nes",2248.1
1986,"Pumpkins, squash and gourds",283
1986,"Rapeseed",3979
1986,"Rice",41166.704
1986,"Rubber, natural",223.3
1986,"Safflower seed",911.3
1986,"Seed cotton",6948
1986,"Sesame seed",2163.8
1986,"Sorghum",15947.9
1986,"Soybeans",1526.8
1986,"Spices, nes",505.1
1986,"Sugar cane",2862
1986,"Sunflower seed",1022.5
1986,"Sweet potatoes",175
1986,"Tea",411.673
1986,"Tobacco, unmanufactured",397
1986,"Tomatoes",250
1986,"Vegetables, fresh nes",2680
1986,"Walnuts, with shell",20
1986,"Watermelons",14.7
1986,"Wheat",22997.408
1987,"Anise, badian, fennel, coriander",119.549
1987,"Apples",178.305
1987,"Apricots",1.6
1987,"Areca nuts",194.8
1987,"Bananas",306.9
1987,"Barley",1224.7
1987,"Bastfibres, other",342.4
1987,"Beans, dry",8725.2
1987,"Beans, green",136
1987,"Berries nes",0.275
1987,"Cabbages and other brassicas",155
1987,"Carrots and turnips",19
1987,"Cashew nuts, with shell",522.998
1987,"Cassava",265.3
1987,"Castor oil seed",479.5
1987,"Cauliflowers and broccoli",210
1987,"Cherries",1.245
1987,"Chick peas",6983.6
1987,"Chillies and peppers, dry",743.2
1987,"Chillies and peppers, green",4.6
1987,"Cocoa, beans",20
1987,"Coconuts",1346
1987,"Coffee, green",215.5
1987,"Cucumbers and gherkins",14.8
1987,"Eggplants (aubergines)",283
1987,"Figs",1.7
1987,"Fruit, citrus nes",7.5
1987,"Fruit, fresh nes",410
1987,"Fruit, stone nes",0.2
1987,"Fruit, tropical fresh nes",410
1987,"Garlic",93.7
1987,"Ginger",54.24
1987,"Grapefruit (inc. pomelos)",5
1987,"Grapes",15.389
1987,"Groundnuts",6844
1987,"Jute",697.2
1987,"Lemons and limes",56
1987,"Lentils",1087
1987,"Lettuce and chicory",106
1987,"Linseed",1155.3
1987,"Maize",5560.9
1987,"Mangoes, mangosteens, guavas",834
1987,"Melons, other (inc.cantaloupes)",29
1987,"Millet",13851.1
1987,"Nutmeg, mace and cardamoms",118.79
1987,"Oilseeds nes",639.1
1987,"Okra",346
1987,"Onions, dry",274
1987,"Oranges",112
1987,"Papayas",32.993
1987,"Peaches and nectarines",11.658
1987,"Pears",21.471
1987,"Peas, dry",478.9
1987,"Peas, green",130
1987,"Pepper (piper spp.)",132.81
1987,"Pigeon peas",3147.5
1987,"Pineapples",45.661
1987,"Plums and sloes",14.339
1987,"Potatoes",831.5
1987,"Pulses, nes",2098.6
1987,"Pumpkins, squash and gourds",286
1987,"Rapeseed",3718.6
1987,"Rice",38806.304
1987,"Rubber, natural",237.1
1987,"Safflower seed",892.2
1987,"Seed cotton",6459.3
1987,"Sesame seed",2153.3
1987,"Sorghum",15999.4
1987,"Soybeans",1542.6
1987,"Spices, nes",702.1
1987,"Sugar cane",3078.7
1987,"Sunflower seed",1651.3
1987,"Sweet potatoes",178.3
1987,"Tea",411.7
1987,"Tobacco, unmanufactured",389.2
1987,"Tomatoes",293.692
1987,"Vegetables, fresh nes",2715
1987,"Walnuts, with shell",22
1987,"Watermelons",15
1987,"Wheat",23131.2
1988,"Anise, badian, fennel, coriander",240.627
1988,"Apples",185.083
1988,"Apricots",1.5
1988,"Areca nuts",199.8
1988,"Bananas",500
1988,"Barley",1142.7
1988,"Bastfibres, other",306.5
1988,"Beans, dry",9423.7
1988,"Beans, green",138
1988,"Berries nes",0.275
1988,"Cabbages and other brassicas",160.296
1988,"Carrots and turnips",19.5
1988,"Cashew nuts, with shell",527.395
1988,"Cassava",268.4
1988,"Castor oil seed",631.3
1988,"Cauliflowers and broccoli",220
1988,"Cherries",1.25
1988,"Chick peas",5767
1988,"Chillies and peppers, dry",805
1988,"Chillies and peppers, green",4.7
1988,"Cocoa, beans",20
1988,"Coconuts",1425.5
1988,"Coffee, green",218
1988,"Cucumbers and gherkins",15
1988,"Eggplants (aubergines)",287
1988,"Figs",2.2
1988,"Fruit, citrus nes",9.5
1988,"Fruit, fresh nes",330
1988,"Fruit, stone nes",0.2
1988,"Fruit, tropical fresh nes",360
1988,"Garlic",85.6
1988,"Ginger",52
1988,"Grapefruit (inc. pomelos)",5.5
1988,"Grapes",21.355
1988,"Groundnuts",8529
1988,"Jute",690.9
1988,"Lemons and limes",59
1988,"Lentils",1040.3
1988,"Lettuce and chicory",107
1988,"Linseed",1150.7
1988,"Maize",5896.7
1988,"Mangoes, mangosteens, guavas",852
1988,"Melons, other (inc.cantaloupes)",29.5
1988,"Millet",17105.504
1988,"Nutmeg, mace and cardamoms",118.34
1988,"Oilseeds nes",604.3
1988,"Okra",353
1988,"Onions, dry",315.2
1988,"Oranges",120
1988,"Papayas",35.474
1988,"Peaches and nectarines",14.874
1988,"Pears",22.326
1988,"Peas, dry",431.3
1988,"Peas, green",135
1988,"Pepper (piper spp.)",149.93
1988,"Pigeon peas",3333.1
1988,"Pineapples",51.549
1988,"Plums and sloes",14.59
1988,"Potatoes",885.1
1988,"Pulses, nes",1975.5
1988,"Pumpkins, squash and gourds",290
1988,"Rapeseed",4619.2
1988,"Rice",41735.808
1988,"Rubber, natural",249.1
1988,"Safflower seed",1051.9
1988,"Seed cotton",7342.6
1988,"Sesame seed",2447.9
1988,"Sorghum",14599.3
1988,"Soybeans",1734.1
1988,"Spices, nes",483.6
1988,"Sugar cane",3278.6
1988,"Sunflower seed",1103.8
1988,"Sweet potatoes",162.1
1988,"Tea",414.2
1988,"Tobacco, unmanufactured",318
1988,"Tomatoes",235.776
1988,"Vegetables, fresh nes",2430
1988,"Walnuts, with shell",22
1988,"Watermelons",15.5
1988,"Wheat",23062.704
1989,"Anise, badian, fennel, coriander",170.693
1989,"Apples",186.66
1989,"Apricots",1.7
1989,"Areca nuts",204.3
1989,"Bananas",332.8
1989,"Barley",1081.1
1989,"Bastfibres, other",304.7
1989,"Beans, dry",9691
1989,"Beans, green",142
1989,"Berries nes",0.275
1989,"Cabbages and other brassicas",165.46
1989,"Carrots and turnips",19.7
1989,"Cashew nuts, with shell",529.287
1989,"Cassava",249.3
1989,"Castor oil seed",702.2
1989,"Cauliflowers and broccoli",230
1989,"Cherries",1.32
1989,"Chick peas",6809.5
1989,"Chillies and peppers, dry",907.8
1989,"Chillies and peppers, green",4.72
1989,"Cocoa, beans",20
1989,"Coconuts",1472.2
1989,"Coffee, green",221
1989,"Cucumbers and gherkins",15.3
1989,"Eggplants (aubergines)",290
1989,"Figs",2
1989,"Fruit, citrus nes",6
1989,"Fruit, fresh nes",360
1989,"Fruit, stone nes",0.2
1989,"Fruit, tropical fresh nes",360
1989,"Garlic",85.4
1989,"Ginger",54
1989,"Grapefruit (inc. pomelos)",5
1989,"Grapes",24.878
1989,"Groundnuts",8710.2
1989,"Jute",677.4
1989,"Lemons and limes",60
1989,"Lentils",1081.1
1989,"Lettuce and chicory",109
1989,"Linseed",1198.9
1989,"Maize",5915.1
1989,"Mangoes, mangosteens, guavas",860
1989,"Melons, other (inc.cantaloupes)",30
1989,"Millet",15945.6
1989,"Nutmeg, mace and cardamoms",121.21
1989,"Oilseeds nes",621.6
1989,"Okra",360
1989,"Onions, dry",301.2
1989,"Oranges",131
1989,"Papayas",35.554
1989,"Peaches and nectarines",15.122
1989,"Pears",22.75
1989,"Peas, dry",443
1989,"Peas, green",140
1989,"Pepper (piper spp.)",160.74
1989,"Pigeon peas",3488.7
1989,"Pineapples",54.141
1989,"Plums and sloes",14.707
1989,"Potatoes",932.7
1989,"Pulses, nes",1861.5
1989,"Pumpkins, squash and gourds",300
1989,"Rapeseed",4832.2
1989,"Rice",42166.896
1989,"Rubber, natural",266.1
1989,"Safflower seed",815.5
1989,"Seed cotton",7694.8
1989,"Sesame seed",2386.5
1989,"Sorghum",14837.9
1989,"Soybeans",2253
1989,"Spices, nes",465.4
1989,"Sugar cane",3328.9
1989,"Sunflower seed",1192.3
1989,"Sweet potatoes",157.4
1989,"Tea",414.3
1989,"Tobacco, unmanufactured",377
1989,"Tomatoes",344.415
1989,"Vegetables, fresh nes",2325
1989,"Walnuts, with shell",24.5
1989,"Watermelons",15.7
1989,"Wheat",24109.104
1990,"Anise, badian, fennel, coriander",151.116
1990,"Apples",187.198
1990,"Apricots",2
1990,"Areca nuts",209.5
1990,"Bananas",365
1990,"Barley",990.6
1990,"Bastfibres, other",311.2
1990,"Beans, dry",9790.7
1990,"Beans, green",134.666
1990,"Berries nes",0.28
1990,"Cabbages and other brassicas",167.896
1990,"Carrots and turnips",20
1990,"Cashew nuts, with shell",530.869
1990,"Cassava",241.6
1990,"Castor oil seed",810
1990,"Cauliflowers and broccoli",238.632
1990,"Cherries",1.3
1990,"Chick peas",6470.5
