"Year","Crop","Area"
1967,"Pears",8
1967,"Peas, dry",1095.6
1967,"Peas, green",70
1967,"Pepper (piper spp.)",128
1967,"Pigeon peas",2521
1967,"Pineapples",33.1
1967,"Plums and sloes",4
1967,"Potatoes",473.3
1967,"Pulses, nes",2425
1967,"Pumpkins, squash and gourds",170
1967,"Rapeseed",3005.9
1967,"Rice",36437.408
1967,"Rubber, natural",102
1967,"Safflower seed",478
1967,"Seed cotton",8215
1967,"Sesame seed",2654.3
1967,"Sorghum",18422.496
1967,"Soybeans",27
1967,"Spices, nes",260
1967,"Sugar cane",2301
1967,"Sweet potatoes",206
1967,"Tea",351.065
1967,"Tobacco, unmanufactured",423.5
1967,"Tomatoes",60
1967,"Vegetables, fresh nes",2100
1967,"Walnuts, with shell",12.5
1967,"Watermelons",8
1967,"Wheat",12838
1968,"Anise, badian, fennel, coriander",97
1968,"Apples",39.3
1968,"Apricots",3.4
1968,"Areca nuts",147
1968,"Bananas",220
1968,"Barley",3375.2
1968,"Bastfibres, other",445.8
1968,"Beans, dry",7406.7
1968,"Beans, green",94
1968,"Berries nes",NA
1968,"Cabbages and other brassicas",38
1968,"Carrots and turnips",11.3
1968,"Cashew nuts, with shell",257.107
1968,"Cassava",347.1
1968,"Castor oil seed",393.8
1968,"Cauliflowers and broccoli",70
1968,"Cherries",1.35
1968,"Chick peas",8256.7
1968,"Chillies and peppers, dry",663
1968,"Chillies and peppers, green",3.25
1968,"Cocoa, beans",NA
1968,"Coconuts",988.1
1968,"Coffee, green",128
1968,"Cucumbers and gherkins",8.3
1968,"Eggplants (aubergines)",195
1968,"Figs",0.9
1968,"Fruit, citrus nes",5
1968,"Fruit, fresh nes",180
1968,"Fruit, stone nes",NA
1968,"Fruit, tropical fresh nes",250
1968,"Garlic",27
1968,"Ginger",20
1968,"Grapefruit (inc. pomelos)",2.3
1968,"Grapes",7.4
1968,"Groundnuts",7088.1
1968,"Jute",526.7
1968,"Lemons and limes",45
1968,"Lentils",751.7
1968,"Lettuce and chicory",67
1968,"Linseed",1776.7
1968,"Maize",5715.8
1968,"Mangoes, mangosteens, guavas",862
1968,"Melons, other (inc.cantaloupes)",12.5
1968,"Millet",19036.208
1968,"Nutmeg, mace and cardamoms",75
1968,"Oilseeds nes",441
1968,"Okra",198
1968,"Onions, dry",150
1968,"Oranges",95
1968,"Papayas",9
1968,"Peaches and nectarines",12
1968,"Pears",8.1
1968,"Peas, dry",1029.2
1968,"Peas, green",73
1968,"Pepper (piper spp.)",121.2
1968,"Pigeon peas",2664.7
1968,"Pineapples",33.1
1968,"Plums and sloes",4.2
1968,"Potatoes",501.4
1968,"Pulses, nes",2392.2
1968,"Pumpkins, squash and gourds",175
1968,"Rapeseed",3243.7
1968,"Rice",36966.304
1968,"Rubber, natural",110
1968,"Safflower seed",512.5
1968,"Seed cotton",7649
1968,"Sesame seed",2422.8
1968,"Sorghum",18731.2
1968,"Soybeans",27
1968,"Spices, nes",273
1968,"Sugar cane",2047
1968,"Sweet potatoes",223
1968,"Tea",353.359
1968,"Tobacco, unmanufactured",423.5
1968,"Tomatoes",62
1968,"Vegetables, fresh nes",2110
1968,"Walnuts, with shell",16
1968,"Watermelons",8.4
1968,"Wheat",14998.2
1969,"Anise, badian, fennel, coriander",95
1969,"Apples",48.5
1969,"Apricots",3.5
1969,"Areca nuts",157
1969,"Bananas",229.8
1969,"Barley",2758.2
1969,"Bastfibres, other",486.4
1969,"Beans, dry",7461.1
1969,"Beans, green",96
1969,"Berries nes",NA
1969,"Cabbages and other brassicas",45
1969,"Carrots and turnips",11.8
1969,"Cashew nuts, with shell",265.698
1969,"Cassava",358.9
1969,"Castor oil seed",401.9
1969,"Cauliflowers and broccoli",80
1969,"Cherries",1.4
1969,"Chick peas",7105.5
1969,"Chillies and peppers, dry",682
1969,"Chillies and peppers, green",3.26
1969,"Cocoa, beans",NA
1969,"Coconuts",1033.3
1969,"Coffee, green",128
1969,"Cucumbers and gherkins",8.5
1969,"Eggplants (aubergines)",200
1969,"Figs",0.9
1969,"Fruit, citrus nes",5
1969,"Fruit, fresh nes",180
1969,"Fruit, stone nes",NA
1969,"Fruit, tropical fresh nes",258
1969,"Garlic",27
1969,"Ginger",21
1969,"Grapefruit (inc. pomelos)",2.3
1969,"Grapes",7.8
1969,"Groundnuts",7125.4
1969,"Jute",767.6
1969,"Lemons and limes",45
1969,"Lentils",776.8
1969,"Lettuce and chicory",70
1969,"Linseed",1696.9
1969,"Maize",5862.2
1969,"Mangoes, mangosteens, guavas",862
1969,"Melons, other (inc.cantaloupes)",12.6
1969,"Millet",20008.896
1969,"Nutmeg, mace and cardamoms",74
1969,"Oilseeds nes",482
1969,"Okra",210
1969,"Onions, dry",160
1969,"Oranges",88
1969,"Papayas",9
1969,"Peaches and nectarines",11.5
1969,"Pears",8.3
1969,"Peas, dry",1039.8
1969,"Peas, green",75
1969,"Pepper (piper spp.)",120.3
1969,"Pigeon peas",2528.9
1969,"Pineapples",34
1969,"Plums and sloes",4.5
1969,"Potatoes",524.4
1969,"Pulses, nes",2406.3
1969,"Pumpkins, squash and gourds",180
1969,"Rapeseed",2870.2
1969,"Rice",37680.304
1969,"Rubber, natural",120
1969,"Safflower seed",577.7
1969,"Seed cotton",7712
1969,"Sesame seed",2308.7
1969,"Sorghum",18604.896
1969,"Soybeans",32
1969,"Spices, nes",291
1969,"Sugar cane",2532.2
1969,"Sweet potatoes",241.545
1969,"Tea",354.133
1969,"Tobacco, unmanufactured",439.8
1969,"Tomatoes",63
1969,"Vegetables, fresh nes",2150
1969,"Walnuts, with shell",11
1969,"Watermelons",8.7
1969,"Wheat",15958.1
1970,"Anise, badian, fennel, coriander",95
1970,"Apples",66.8
1970,"Apricots",3.6
1970,"Areca nuts",160.7
1970,"Bananas",224.5
1970,"Barley",2764.9
1970,"Bastfibres, other",492.4
1970,"Beans, dry",7796
1970,"Beans, green",100
1970,"Berries nes",NA
1970,"Cabbages and other brassicas",52
1970,"Carrots and turnips",12
1970,"Cashew nuts, with shell",281.171
1970,"Cassava",352.6
1970,"Castor oil seed",438.6
1970,"Cauliflowers and broccoli",90
1970,"Cherries",1.4
1970,"Chick peas",7751.5
1970,"Chillies and peppers, dry",783.4
1970,"Chillies and peppers, green",3.27
1970,"Cocoa, beans",NA
1970,"Coconuts",1045.6
1970,"Coffee, green",128
1970,"Cucumbers and gherkins",9
1970,"Eggplants (aubergines)",205
1970,"Figs",0.9
1970,"Fruit, citrus nes",5
1970,"Fruit, fresh nes",180
1970,"Fruit, stone nes",NA
1970,"Fruit, tropical fresh nes",255
1970,"Garlic",27
1970,"Ginger",22
1970,"Grapefruit (inc. pomelos)",2.3
1970,"Grapes",8
1970,"Groundnuts",7326.2
1970,"Jute",749.3
1970,"Lemons and limes",50
1970,"Lentils",762.8
1970,"Lettuce and chicory",71
1970,"Linseed",1802.8
1970,"Maize",5852.3
1970,"Mangoes, mangosteens, guavas",862
1970,"Melons, other (inc.cantaloupes)",13
1970,"Millet",20168.704
1970,"Nutmeg, mace and cardamoms",75
1970,"Oilseeds nes",489
1970,"Okra",218
1970,"Onions, dry",165
1970,"Oranges",93
1970,"Papayas",10.384
1970,"Peaches and nectarines",11
1970,"Pears",8.6
1970,"Peas, dry",988.8
1970,"Peas, green",77
1970,"Pepper (piper spp.)",119.96
1970,"Pigeon peas",2668.7
1970,"Pineapples",34.9
1970,"Plums and sloes",4.7
1970,"Potatoes",496
1970,"Pulses, nes",2390.1
1970,"Pumpkins, squash and gourds",183
1970,"Rapeseed",3172.6
1970,"Rice",37591.696
1970,"Rubber, natural",138
1970,"Safflower seed",580.2
1970,"Seed cotton",7608
1970,"Sesame seed",2433.2
1970,"Sorghum",17373.904
1970,"Soybeans",32
1970,"Spices, nes",352.6
1970,"Sugar cane",2748
1970,"Sunflower seed",117
1970,"Sweet potatoes",215
1970,"Tea",356.516
1970,"Tobacco, unmanufactured",437.9
1970,"Tomatoes",65
1970,"Vegetables, fresh nes",2190
1970,"Walnuts, with shell",16
1970,"Watermelons",8.9
1970,"Wheat",16625.5
1971,"Anise, badian, fennel, coriander",95
1971,"Apples",84.8
1971,"Apricots",3.5
1971,"Areca nuts",167.3
1971,"Bananas",224.7
1971,"Barley",2554.6
1971,"Bastfibres, other",436.9
1971,"Beans, dry",7520.5
1971,"Beans, green",105
1971,"Berries nes",NA
1971,"Cabbages and other brassicas",59
1971,"Carrots and turnips",12.4
1971,"Cashew nuts, with shell",302.732
1971,"Cassava",345.2
1971,"Castor oil seed",453.3
1971,"Cauliflowers and broccoli",90
1971,"Cherries",1.5
1971,"Chick peas",7838.7
1971,"Chillies and peppers, dry",753.1
1971,"Chillies and peppers, green",3.28
1971,"Cocoa, beans",NA
1971,"Coconuts",1088.4
1971,"Coffee, green",128
1971,"Cucumbers and gherkins",9.3
1971,"Eggplants (aubergines)",208
1971,"Figs",0.9
1971,"Fruit, citrus nes",5
1971,"Fruit, fresh nes",200
1971,"Fruit, stone nes",NA
1971,"Fruit, tropical fresh nes",260
1971,"Garlic",30
1971,"Ginger",24.59
1971,"Grapefruit (inc. pomelos)",2.3
1971,"Grapes",8.4
1971,"Groundnuts",7510.2
1971,"Jute",815.3
1971,"Lemons and limes",50
1971,"Lentils",744
1971,"Lettuce and chicory",72
1971,"Linseed",1896.8
1971,"Maize",5667.6
1971,"Mangoes, mangosteens, guavas",862
1971,"Melons, other (inc.cantaloupes)",14
1971,"Millet",18675.6
1971,"Nutmeg, mace and cardamoms",76.8
1971,"Oilseeds nes",493.6
1971,"Okra",225
1971,"Onions, dry",177
1971,"Oranges",98
1971,"Papayas",11.012
1971,"Peaches and nectarines",10
1971,"Pears",9
1971,"Peas, dry",917
1971,"Peas, green",80
1971,"Pepper (piper spp.)",118.63
1971,"Pigeon peas",2655
1971,"Pineapples",34.9
1971,"Plums and sloes",5
1971,"Potatoes",481.9
1971,"Pulses, nes",2582.8
1971,"Pumpkins, squash and gourds",190
1971,"Rapeseed",3323.1
1971,"Rice",37757.808
1971,"Rubber, natural",141
1971,"Safflower seed",587.9
1971,"Seed cotton",7800
1971,"Sesame seed",2391.5
1971,"Sorghum",16777
1971,"Soybeans",32
1971,"Spices, nes",438.3
1971,"Sugar cane",2615
1971,"Sunflower seed",117
1971,"Sweet potatoes",206
1971,"Tea",358.675
1971,"Tobacco, unmanufactured",446.9
1971,"Tomatoes",67
1971,"Vegetables, fresh nes",2230
1971,"Walnuts, with shell",12
1971,"Watermelons",9.5
1971,"Wheat",18240.496
1972,"Anise, badian, fennel, coriander",104
1972,"Apples",91.6
1972,"Apricots",3.5
1972,"Areca nuts",174.3
1972,"Bananas",219.4
1972,"Barley",2455.3
1972,"Bastfibres, other",421.3
1972,"Beans, dry",7491.7
1972,"Beans, green",106
1972,"Berries nes",NA
1972,"Cabbages and other brassicas",66
1972,"Carrots and turnips",12.8
1972,"Cashew nuts, with shell",320.034
1972,"Cassava",353.7
1972,"Castor oil seed",426.4
1972,"Cauliflowers and broccoli",100
1972,"Cherries",1.5
1972,"Chick peas",7912.4
1972,"Chillies and peppers, dry",682.4
1972,"Chillies and peppers, green",3.3
1972,"Cocoa, beans",NA
1972,"Coconuts",1099.2
1972,"Coffee, green",129
1972,"Cucumbers and gherkins",9.6
1972,"Eggplants (aubergines)",210
1972,"Figs",0.9
1972,"Fruit, citrus nes",4.5
1972,"Fruit, fresh nes",200
1972,"Fruit, stone nes",NA
1972,"Fruit, tropical fresh nes",255
1972,"Garlic",30
1972,"Ginger",22.88
1972,"Grapefruit (inc. pomelos)",2
1972,"Grapes",8.6
1972,"Groundnuts",6990
1972,"Jute",700.2
1972,"Lemons and limes",50
1972,"Lentils",800.1
1972,"Lettuce and chicory",74
1972,"Linseed",2064.4
1972,"Maize",5837.8
1972,"Mangoes, mangosteens, guavas",874.1
1972,"Melons, other (inc.cantaloupes)",15
1972,"Millet",18411.2
1972,"Nutmeg, mace and cardamoms",75.9
1972,"Oilseeds nes",466.8
1972,"Okra",234
1972,"Onions, dry",177
1972,"Oranges",100
1972,"Papayas",9.953
1972,"Peaches and nectarines",10
1972,"Pears",8.7
1972,"Peas, dry",869.3
1972,"Peas, green",83
1972,"Pepper (piper spp.)",119.8
1972,"Pigeon peas",2345.5
1972,"Pineapples",35.9
1972,"Plums and sloes",4.5
1972,"Potatoes",491.9
1972,"Pulses, nes",2703.8
1972,"Pumpkins, squash and gourds",200
1972,"Rapeseed",3613.9
1972,"Rice",36687.808
1972,"Rubber, natural",149
1972,"Safflower seed",597.7
1972,"Seed cotton",7679
1972,"Sesame seed",2288.4
1972,"Sorghum",15512.8
1972,"Soybeans",34
1972,"Spices, nes",321.7
1972,"Sugar cane",2390.4
1972,"Sunflower seed",117
1972,"Sweet potatoes",192
1972,"Tea",360.108
1972,"Tobacco, unmanufactured",458.3
1972,"Tomatoes",69
1972,"Vegetables, fresh nes",2300
1972,"Walnuts, with shell",16
1972,"Watermelons",9.9
1972,"Wheat",19138.896
1973,"Anise, badian, fennel, coriander",104
1973,"Apples",101.2
1973,"Apricots",3.6
1973,"Areca nuts",178.2
1973,"Bananas",222.8
1973,"Barley",2448.9
1973,"Bastfibres, other",506.3
1973,"Beans, dry",8640.1
1973,"Beans, green",107
1973,"Berries nes",NA
1973,"Cabbages and other brassicas",73
1973,"Carrots and turnips",13.3
1973,"Cashew nuts, with shell",328.294
1973,"Cassava",363.2
1973,"Castor oil seed",546.6
1973,"Cauliflowers and broccoli",100
1973,"Cherries",1.5
1973,"Chick peas",6967.5
1973,"Chillies and peppers, dry",738.8
1973,"Chillies and peppers, green",3.4
1973,"Cocoa, beans",NA
1973,"Coconuts",1102
1973,"Coffee, green",130
1973,"Cucumbers and gherkins",10
1973,"Eggplants (aubergines)",215
1973,"Figs",0.9
1973,"Fruit, citrus nes",3.5
1973,"Fruit, fresh nes",200
1973,"Fruit, stone nes",NA
1973,"Fruit, tropical fresh nes",270
1973,"Garlic",33
1973,"Ginger",24.86
1973,"Grapefruit (inc. pomelos)",2
1973,"Grapes",8.7
1973,"Groundnuts",7023.7
1973,"Jute",792.8
1973,"Lemons and limes",50
1973,"Lentils",833.6
1973,"Lettuce and chicory",75
1973,"Linseed",1725.6
1973,"Maize",6015.4
1973,"Mangoes, mangosteens, guavas",874.1
1973,"Melons, other (inc.cantaloupes)",15.5
1973,"Millet",20860
1973,"Nutmeg, mace and cardamoms",75.9
1973,"Oilseeds nes",552.3
1973,"Okra",244
1973,"Onions, dry",182
1973,"Oranges",100
1973,"Papayas",9.822
1973,"Peaches and nectarines",12
1973,"Pears",9
1973,"Peas, dry",806.8
1973,"Peas, green",86
1973,"Pepper (piper spp.)",121.72
1973,"Pigeon peas",2424.1
1973,"Pineapples",36.8
1973,"Plums and sloes",4.7
1973,"Potatoes",504.6
1973,"Pulses, nes",2379.2
1973,"Pumpkins, squash and gourds",205
1973,"Rapeseed",3318.7
1973,"Rice",38285.008
1973,"Rubber, natural",155
1973,"Safflower seed",423.3
1973,"Seed cotton",7574
1973,"Sesame seed",2385.8
1973,"Sorghum",16716
1973,"Soybeans",48
1973,"Spices, nes",355.3
1973,"Sugar cane",2451.6
1973,"Sunflower seed",237
1973,"Sweet potatoes",199
1973,"Tea",361.663
1973,"Tobacco, unmanufactured",444.9
1973,"Tomatoes",70
1973,"Vegetables, fresh nes",2345
1973,"Walnuts, with shell",15
1973,"Watermelons",10
1973,"Wheat",19463.6
1974,"Anise, badian, fennel, coriander",104
1974,"Apples",108.5
1974,"Apricots",3.8
1974,"Areca nuts",184.5
1974,"Bananas",235.2
1974,"Barley",2650
1974,"Bastfibres, other",461.7
1974,"Beans, dry",8361
1974,"Beans, green",110
1974,"Berries nes",NA
1974,"Cabbages and other brassicas",80
1974,"Carrots and turnips",14
1974,"Cashew nuts, with shell",350.887
1974,"Cassava",368.2
1974,"Castor oil seed",590.3
1974,"Cauliflowers and broccoli",110
1974,"Cherries",1.5
1974,"Chick peas",7761
1974,"Chillies and peppers, dry",685.6
1974,"Chillies and peppers, green",3.5
1974,"Cocoa, beans",NA
1974,"Coconuts",1116.3
1974,"Coffee, green",131
1974,"Cucumbers and gherkins",10.2
1974,"Eggplants (aubergines)",220
1974,"Figs",0.9
1974,"Fruit, citrus nes",3.5
1974,"Fruit, fresh nes",205
1974,"Fruit, stone nes",NA
1974,"Fruit, tropical fresh nes",270
1974,"Garlic",28.1
1974,"Ginger",24.14
1974,"Grapefruit (inc. pomelos)",2
1974,"Grapes",5.2
1974,"Groundnuts",7170
1974,"Jute",664.3
1974,"Lemons and limes",50
1974,"Lentils",925.1
1974,"Lettuce and chicory",78
1974,"Linseed",2038.2
1974,"Maize",5863.1
1974,"Mangoes, mangosteens, guavas",886.2
1974,"Melons, other (inc.cantaloupes)",16
1974,"Millet",18215.008
1974,"Nutmeg, mace and cardamoms",89.2
1974,"Oilseeds nes",621
1974,"Okra",250
1974,"Onions, dry",183.4
1974,"Oranges",102
1974,"Papayas",10.326
1974,"Peaches and nectarines",10
1974,"Pears",9
1974,"Peas, dry",765.3
1974,"Peas, green",90
1974,"Pepper (piper spp.)",121.92
1974,"Pigeon peas",2646
1974,"Pineapples",37.7
1974,"Plums and sloes",5
1974,"Potatoes",543.4
1974,"Pulses, nes",2675.8
1974,"Pumpkins, squash and gourds",210
1974,"Rapeseed",3456
1974,"Rice",37888.4
1974,"Rubber, natural",166
1974,"Safflower seed",613.8
1974,"Seed cotton",7559
1974,"Sesame seed",2234.3
1974,"Sorghum",16189.2
1974,"Soybeans",67
1974,"Spices, nes",324.9
1974,"Sugar cane",2752.1
1974,"Sunflower seed",340
1974,"Sweet potatoes",219
1974,"Tea",363.303
1974,"Tobacco, unmanufactured",461.5
1974,"Tomatoes",90
1974,"Vegetables, fresh nes",2350
1974,"Walnuts, with shell",11
1974,"Watermelons",10.2
1974,"Wheat",18583.008
1975,"Anise, badian, fennel, coriander",103.573
1975,"Apples",115.7
1975,"Apricots",3
1975,"Areca nuts",189.2
1975,"Bananas",231.4
1975,"Barley",2884.9
1975,"Bastfibres, other",475.7
1975,"Beans, dry",8750.1
1975,"Beans, green",112
1975,"Berries nes",NA
1975,"Cabbages and other brassicas",87
1975,"Carrots and turnips",14.3
1975,"Cashew nuts, with shell",361.443
1975,"Cassava",387.6
1975,"Castor oil seed",374.9
1975,"Cauliflowers and broccoli",110
1975,"Cherries",1.5
1975,"Chick peas",7041.6
1975,"Chillies and peppers, dry",739.8
1975,"Chillies and peppers, green",3.6
1975,"Cocoa, beans",NA
1975,"Coconuts",1069.9
1975,"Coffee, green",145
1975,"Cucumbers and gherkins",10.5
1975,"Eggplants (aubergines)",225
1975,"Figs",0.9
1975,"Fruit, citrus nes",3
1975,"Fruit, fresh nes",205
1975,"Fruit, stone nes",NA
1975,"Fruit, tropical fresh nes",275
1975,"Garlic",39.8
1975,"Ginger",27.2
1975,"Grapefruit (inc. pomelos)",2
1975,"Grapes",5.7
1975,"Groundnuts",7221.5
1975,"Jute",584.5
1975,"Lemons and limes",52
1975,"Lentils",952.7
1975,"Lettuce and chicory",80
1975,"Linseed",2070.7
1975,"Maize",6030.7
1975,"Mangoes, mangosteens, guavas",886.2
1975,"Melons, other (inc.cantaloupes)",17
1975,"Millet",18873.296
1975,"Nutmeg, mace and cardamoms",99.9
1975,"Oilseeds nes",615.2
1975,"Okra",260
1975,"Onions, dry",194
1975,"Oranges",98
1975,"Papayas",10.864
1975,"Peaches and nectarines",11
1975,"Pears",9.3
1975,"Peas, dry",687.5
1975,"Peas, green",93
1975,"Pepper (piper spp.)",111.93
1975,"Pigeon peas",2528.9
1975,"Pineapples",38.6
1975,"Plums and sloes",5.5
1975,"Potatoes",587.4
1975,"Pulses, nes",2418.9
1975,"Pumpkins, squash and gourds",215
1975,"Rapeseed",3680.4
1975,"Rice",39475.408
1975,"Rubber, natural",171
1975,"Safflower seed",647.8
1975,"Seed cotton",7458
1975,"Sesame seed",2170.1
1975,"Sorghum",16092.3
1975,"Soybeans",93
1975,"Spices, nes",314.2
1975,"Sugar cane",2894.2
1975,"Sunflower seed",316
1975,"Sweet potatoes",230.5
1975,"Tea",364.275
1975,"Tobacco, unmanufactured",380.6
1975,"Tomatoes",100
1975,"Vegetables, fresh nes",2405
1975,"Walnuts, with shell",17
1975,"Watermelons",10.5
1975,"Wheat",18010.304
1976,"Anise, badian, fennel, coriander",149.327
1976,"Apples",120.5
1976,"Apricots",3.3
1976,"Areca nuts",177.5
1976,"Bananas",245.8
1976,"Barley",2801.8
1976,"Bastfibres, other",486.1
1976,"Beans, dry",8204.5
1976,"Beans, green",114
1976,"Berries nes",NA
1976,"Cabbages and other brassicas",94
1976,"Carrots and turnips",14.5
1976,"Cashew nuts, with shell",374.653
1976,"Cassava",392
1976,"Castor oil seed",495.8
1976,"Cauliflowers and broccoli",120
1976,"Cherries",1.5
1976,"Chick peas",8320.1
1976,"Chillies and peppers, dry",781.5
1976,"Chillies and peppers, green",3.62
1976,"Cocoa, beans",NA
1976,"Coconuts",1074.5
1976,"Coffee, green",150
1976,"Cucumbers and gherkins",10.8
1976,"Eggplants (aubergines)",230
1976,"Figs",0.89
1976,"Fruit, citrus nes",3
1976,"Fruit, fresh nes",200
1976,"Fruit, stone nes",NA
1976,"Fruit, tropical fresh nes",285
1976,"Garlic",35.9
1976,"Ginger",25.65
1976,"Grapefruit (inc. pomelos)",2
1976,"Grapes",5.1
1976,"Groundnuts",7042.8
1976,"Jute",737.4
1976,"Lemons and limes",53
1976,"Lentils",936.6
1976,"Lettuce and chicory",84
1976,"Linseed",2118.7
1976,"Maize",6000.3
1976,"Mangoes, mangosteens, guavas",898.4
1976,"Melons, other (inc.cantaloupes)",17
1976,"Millet",17926.608
1976,"Nutmeg, mace and cardamoms",96.9
1976,"Oilseeds nes",568.1
1976,"Okra",265
1976,"Onions, dry",164.1
1976,"Oranges",102
1976,"Papayas",12.18
1976,"Peaches and nectarines",12.5
1976,"Pears",9.7
1976,"Peas, dry",705.1
1976,"Peas, green",95
1976,"Pepper (piper spp.)",114.34
1976,"Pigeon peas",2671
1976,"Pineapples",39.5
1976,"Plums and sloes",6
1976,"Potatoes",622.4
1976,"Pulses, nes",2888.2
1976,"Pumpkins, squash and gourds",220
1976,"Rapeseed",3339.4
1976,"Rice",38511.104
1976,"Rubber, natural",178
1976,"Safflower seed",673.6
1976,"Seed cotton",6885
1976,"Sesame seed",2278.8
1976,"Sorghum",15771.5
1976,"Soybeans",125
1976,"Spices, nes",330.2
1976,"Sugar cane",2762.2
1976,"Sunflower seed",255
1976,"Sweet potatoes",251.3
1976,"Tea",366.276
1976,"Tobacco, unmanufactured",368.2
1976,"Tomatoes",115
1976,"Vegetables, fresh nes",2405
1976,"Walnuts, with shell",18
1976,"Watermelons",10.7
1976,"Wheat",20453.808
1977,"Anise, badian, fennel, coriander",179.612
1977,"Apples",121.62
1977,"Apricots",2.7
1977,"Areca nuts",179.1
1977,"Bananas",268.8
1977,"Barley",2241.4
1977,"Bastfibres, other",486.1
1977,"Beans, dry",8329.9
1977,"Beans, green",115
1977,"Berries nes",NA
1977,"Cabbages and other brassicas",101
1977,"Carrots and turnips",15
1977,"Cashew nuts, with shell",375.702
1977,"Cassava",385.8
1977,"Castor oil seed",379.7
1977,"Cauliflowers and broccoli",130
1977,"Cherries",1.5
1977,"Chick peas",7974.1
1977,"Chillies and peppers, dry",790.9
1977,"Chillies and peppers, green",3.63
1977,"Cocoa, beans",0.38
1977,"Coconuts",1056.5
1977,"Coffee, green",160
1977,"Cucumbers and gherkins",11
1977,"Eggplants (aubergines)",232
1977,"Figs",0.88
1977,"Fruit, citrus nes",3
1977,"Fruit, fresh nes",210
1977,"Fruit, stone nes",NA
1977,"Fruit, tropical fresh nes",288
1977,"Garlic",41.5
1977,"Ginger",36.02
1977,"Grapefruit (inc. pomelos)",2
1977,"Grapes",9.35
1977,"Groundnuts",7028.5
1977,"Jute",797.4
1977,"Lemons and limes",45
1977,"Lentils",853.3
1977,"Lettuce and chicory",88
1977,"Linseed",1888.4
1977,"Maize",5682.7
1977,"Mangoes, mangosteens, guavas",905.35
1977,"Melons, other (inc.cantaloupes)",18
1977,"Millet",18277.408
1977,"Nutmeg, mace and cardamoms",95.6
1977,"Oilseeds nes",609.1
1977,"Okra",275
1977,"Onions, dry",187.9
1977,"Oranges",95
1977,"Papayas",23.258
1977,"Peaches and nectarines",13
1977,"Pears",10
1977,"Peas, dry",671.6
1977,"Peas, green",97
1977,"Pepper (piper spp.)",111.97
1977,"Pigeon peas",2566
1977,"Pineapples",40.72
1977,"Plums and sloes",6.2
1977,"Potatoes",619.6
1977,"Pulses, nes",2653.7
1977,"Pumpkins, squash and gourds",225
1977,"Rapeseed",3128.6
1977,"Rice",40282.608
1977,"Rubber, natural",186
1977,"Safflower seed",683
1977,"Seed cotton",7866
1977,"Sesame seed",2384.3
1977,"Sorghum",16318
1977,"Soybeans",195
1977,"Spices, nes",584.6
1977,"Sugar cane",2866.2
1977,"Sunflower seed",270
1977,"Sweet potatoes",234.2
1977,"Tea",369.184
1977,"Tobacco, unmanufactured",432.4
1977,"Tomatoes",120
1977,"Vegetables, fresh nes",2415
1977,"Walnuts, with shell",14
1977,"Watermelons",10.9
1977,"Wheat",20921.504
1978,"Anise, badian, fennel, coriander",201.311
1978,"Apples",125.64
1978,"Apricots",2.7
1978,"Areca nuts",170.8
1978,"Bananas",268.4
1978,"Barley",2001.4
1978,"Bastfibres, other",506.6
1978,"Beans, dry",8397.1
1978,"Beans, green",118
1978,"Berries nes",NA
1978,"Cabbages and other brassicas",108
1978,"Carrots and turnips",15.5
1978,"Cashew nuts, with shell",385.895
1978,"Cassava",358.3
1978,"Castor oil seed",446.9
1978,"Cauliflowers and broccoli",140
1978,"Cherries",1.3
1978,"Chick peas",7973.7
1978,"Chillies and peppers, dry",826
1978,"Chillies and peppers, green",3.65
1978,"Cocoa, beans",0.63
1978,"Coconuts",1055
1978,"Coffee, green",170
1978,"Cucumbers and gherkins",11.5
1978,"Eggplants (aubergines)",240
1978,"Figs",0.87
1978,"Fruit, citrus nes",3
1978,"Fruit, fresh nes",215
1978,"Fruit, stone nes",NA
1978,"Fruit, tropical fresh nes",305
1978,"Garlic",49.2
1978,"Ginger",34.33
1978,"Grapefruit (inc. pomelos)",2
1978,"Grapes",8.96
1978,"Groundnuts",7433.3
1978,"Jute",884.4
1978,"Lemons and limes",50
1978,"Lentils",880.7
1978,"Lettuce and chicory",90
1978,"Linseed",2009.9
1978,"Maize",5760
1978,"Mangoes, mangosteens, guavas",925.48
1978,"Melons, other (inc.cantaloupes)",18.5
1978,"Millet",18494.8
1978,"Nutmeg, mace and cardamoms",81.9
1978,"Oilseeds nes",612.1
1978,"Okra",280
1978,"Onions, dry",213.8
1978,"Oranges",92
1978,"Papayas",25.628
1978,"Peaches and nectarines",12
1978,"Pears",10.3
1978,"Peas, dry",607.6
1978,"Peas, green",100
1978,"Pepper (piper spp.)",84.57
1978,"Pigeon peas",2626.2
1978,"Pineapples",41.86
1978,"Plums and sloes",6.5
1978,"Potatoes",665.3
1978,"Pulses, nes",2988.4
1978,"Pumpkins, squash and gourds",232
1978,"Rapeseed",3583.9
1978,"Rice",40482.208
1978,"Rubber, natural",191
1978,"Safflower seed",706.5
1978,"Seed cotton",8120
1978,"Sesame seed",2389.1
1978,"Sorghum",16145.9
1978,"Soybeans",306
1978,"Spices, nes",473.6
1978,"Sugar cane",3151.1
1978,"Sunflower seed",182
1978,"Sweet potatoes",238
1978,"Tea",373.747
1978,"Tobacco, unmanufactured",504.4
1978,"Tomatoes",100
1978,"Vegetables, fresh nes",2520
1978,"Walnuts, with shell",23
1978,"Watermelons",11
1978,"Wheat",21455.696
